NLCD40
40,2, 'ALBD   SLMO   SFEM   SFZ0 THERIN   SCFX   SFHC   '
SUMMER
7,   20.,   .10,   0.93,    15.,   3.,  1.56,  20.8e5,   'open shrublands'
8,   22.,   .15,   0.92,    25.,   3.,  2.00,  25.0e5,   'woody savannas        '
9,   20.,   .15,   0.92,    15.,   3.,  2.00,  25.0e5,   'savannas'
10,  19.,   .15,   0.96,     7.,   3.,  2.37,  20.8e5,   'grasslands'
11,  14.,   .60,   0.95,    20.,   6.,  1.50,  29.2e5,   'permanent wetlands'
12,  18.,   .50,  0.985,    10.,   4.,  2.20,  25.0e5,   'croplands'
13,  11.,   .10,   0.88,    80.,   3.,  1.67,  18.9e5,   'urban and built up'
14,  18.,   .25,  0.985,    30.,   4.,  2.56,  25.0e5,   'cropland / natural vegetation mosaic'
15,  60.,   .95,   0.95,    1.2,   5.,   0.0,  9.0e25,   'permanent snow and ice'
16,  25.,   .02,   0.90,     5.,   2.,  0.81,  12.0e5,   'barren or sparsely vegetated'
17,   8.,   1.0,   0.98,   0.01,   6.,   0.0,  9.0e25,   'IGBP water'
18,   8.,   1.0,   0.98,   0.01,   6.,   0.0,  9.0e25,   'unclassified'
19,   8.,   1.0,   0.98,   0.01,   6.,   0.0,  9.0e25,   'fill value '
20,   8.,   1.0,   0.98,   0.01,   6.,   0.0,  9.0e25,   'unclassified'
21,   8.,   1.0,   0.98,   0.01,   6.,   0.0,  9.0e25,   'Open Water'
22,  60.,  0.95,   0.95,    1.2,   5.,   0.0,  9.0e25,   'Perennial Ice/Snow'
23,  12.,  0.10,   0.97,    30.,   3.,  1.67,  18.9e5,   'Developed Open Space'
24,  11.,   0.2,   0.95,    40.,   3.,  1.67,  18.9e5,   'Developed Low Intensity'
25,  10.,  0.15,   0.90,    60.,   3.,  1.67,  18.9e5,   'Developed Medium Intensity'
26,  10.,   0.1,   0.88,   100.,   3.,  1.67,  18.9e5,   'Developed High Intensity'
27,  20.,  0.02,   0.90,     5.,   2.,  0.81,  12.0e5,   'Barren Land (Rock/Sand/Clay)'
28,  15.,   0.3,   0.93,   100.,   4.,  2.63, 2500000.,  'Deciduous Forest'
29,  12.,   0.3,   0.95,   100.,   4.,  3.33, 2920000.,  'Evergreen Forest' 
30,  13.,   0.3,   0.97,   100.,   4.,  2.11, 4180000.,  'Mixed Forest'
31,  20.,   0.1,   0.93,    10.,   3.,  1.56, 2080000.,  'Dwarf Scrub'
32,  20.,   0.1,   0.93,    15.,   3.,  1.56, 2080000.,  'Shrub/Scrub'
33,  19.,   .15,   0.96,     7.,   3.,  2.37, 2080000.,  'Grassland/Herbaceous'
34,  23.,   0.1,   0.95,     7.,   3.,  2.37, 2080000.,  'Sedge/Herbaceous'
35,  20.,  0.05,   0.93,     5.,   3.,  2.37, 1500000.,  'Lichens'
36,  20.,  0.05,   0.93,     5.,   3.,  2.37, 1500000.,  'Moss'
37,  18.,  0.30,  0.985,     7.,   4.,  2.71,  25.0e5,   'Pasture/Hay'
38,  18.,  0.50,  0.985,    10.,   4.,  2.20,  25.0e5,   'Cultivated Crops'
39,  15.,  0.70,   0.95,    55.,   5.,  1.14,  41.8e5,   'Woody Wetlands'
40,  18.,  0.70,   0.95,    11.,   6.,  1.50,  29.2e5,   'Emergent Herbaceous Wetlands'
